Time (sec),X,Y,R,Theta,Delta_Time,Delta_X,Delta_Y,Speed_X,Speed_Y,Speed,Acceleration_X,Acceleration_Y,Acceleration,Delta_Theta,Angular_Velocity,Delta_Omega,Angular_Acceleration
5.115024,0.382674,0.156395,0.413399,0.387974,0.004159,-0.001555,-0.004644,-0.344496,-1.115814,1.174003,32.212834,-43.863849,54.421539,-0.003319,-0.803808,-0.090191,-17.975156
5.119183,0.382354,0.154688,0.412460,0.384438,0.004159,-0.001344,-0.004964,-0.272453,-1.187304,1.228377,43.485536,-45.963316,63.274151,-0.003537,-0.885469,-0.081661,-18.126642
5.123341,0.382324,0.152952,0.411784,0.380556,0.004159,-0.000818,-0.005120,-0.196973,-1.261203,1.287052,49.848691,-51.010896,71.323233,-0.003882,-0.958982,-0.073513,-18.060622
5.127500,0.382240,0.150946,0.410965,0.376100,0.004159,-0.000434,-0.005449,-0.124718,-1.328739,1.341672,52.849633,-51.201757,73.584670,-0.004456,-1.032595,-0.073613,-17.309805
5.131659,0.382320,0.148864,0.410279,0.371309,0.004159,-0.000034,-0.005824,-0.072978,-1.393894,1.398075,47.967352,-49.678280,69.056487,-0.004791,-1.091669,-0.059074,-15.375371
5.135817,0.382303,0.146677,0.409475,0.366346,0.004159,-0.000021,-0.006275,-0.035518,-1.455760,1.454726,38.824789,-46.784698,60.796153,-0.004963,-1.145754,-0.054085,-12.541246
5.139976,0.382308,0.144658,0.408760,0.361732,0.004159,0.000067,-0.006288,-0.015931,-1.509279,1.506563,26.159827,-43.413964,50.686377,-0.004614,-1.185020,-0.039266,-9.186058
5.144134,0.382257,0.142526,0.407963,0.356887,0.004159,-0.000063,-0.006338,-0.005471,-1.552117,1.549329,16.233373,-38.047714,41.366060,-0.004845,-1.211822,-0.026802,-6.450128
5.148293,0.382067,0.140229,0.406988,0.351762,0.004159,-0.000236,-0.006448,-0.016980,-1.581534,1.580592,4.457958,-30.244584,30.571363,-0.005125,-1.216333,-0.004510,-2.838134
5.152451,0.381886,0.138004,0.406057,0.346772,0.004159,-0.000421,-0.006654,-0.035043,-1.593553,1.593427,-4.595991,-20.265303,20.779933,-0.004991,-1.211068,0.005265,1.803783
5.156610,0.382046,0.135838,0.405477,0.341613,0.004159,-0.000211,-0.006688,-0.059386,-1.584355,1.584954,-12.964886,-7.752007,15.105690,-0.005158,-1.184281,0.026787,6.798903
5.160768,0.381852,0.133756,0.404601,0.336926,0.004159,-0.000215,-0.006473,-0.079980,-1.555455,1.556499,-15.149558,6.271133,16.396226,-0.004688,-1.146728,0.037554,12.550838
5.164927,0.381671,0.131737,0.403767,0.332355,0.004159,-0.000215,-0.006267,-0.105775,-1.504438,1.507235,-17.008744,21.429211,27.358883,-0.004570,-1.084683,0.062044,17.851172
5.169086,0.381444,0.129883,0.402950,0.328190,0.004159,-0.000603,-0.005955,-0.129296,-1.419760,1.425050,-16.811067,39.579711,43.001924,-0.004166,-0.980416,0.104268,23.264439
5.173244,0.381174,0.128168,0.402145,0.324369,0.004159,-0.000678,-0.005588,-0.158720,-1.300754,1.312155,-18.934391,61.247498,64.107466,-0.003821,-0.856151,0.124265,27.534862
5.177403,0.380812,0.126828,0.401376,0.321492,0.004159,-0.000860,-0.004910,-0.198617,-1.156590,1.180210,-22.325575,83.646350,86.574494,-0.002877,-0.724769,0.131382,30.554396
5.181561,0.380491,0.125648,0.400701,0.318950,0.004159,-0.000952,-0.004235,-0.242342,-1.000663,1.038629,-27.183999,100.779494,104.381398,-0.002541,-0.586893,0.137876,30.947277
5.185720,0.380061,0.124775,0.400019,0.317216,0.004159,-0.001113,-0.003392,-0.262319,-0.838209,0.885948,-24.912417,111.227406,113.983176,-0.001734,-0.463298,0.123595,29.552676
5.189878,0.379657,0.124093,0.399422,0.315908,0.004159,-0.001155,-0.002735,-0.262036,-0.674401,0.727731,-15.250100,115.951205,116.949765,-0.001308,-0.342403,0.120895,25.490139
5.194037,0.379227,0.123503,0.398831,0.314837,0.004159,-0.001264,-0.002145,-0.243285,-0.529670,0.584522,-0.226647,113.258708,113.258935,-0.001071,-0.262387,0.080016,19.515112
5.198195,0.378869,0.123031,0.398344,0.313989,0.004159,-0.001193,-0.001745,-0.230649,-0.419019,0.476257,7.615678,100.801648,101.088925,-0.000848,-0.212986,0.049401,13.013952
5.202354,0.378827,0.122693,0.398200,0.313216,0.004159,-0.000830,-0.001399,-0.217107,-0.354871,0.412638,10.804072,76.836717,77.592584,-0.000773,-0.202222,0.010763,6.010590
5.206513,0.378704,0.122323,0.397970,0.312424,0.004159,-0.000523,-0.001180,-0.216688,-0.330068,0.391461,6.395533,47.998026,48.422240,-0.000792,-0.205124,-0.002902,-1.136953
5.210671,0.378190,0.121749,0.397304,0.311449,0.004159,-0.000678,-0.001281,-0.230770,-0.347217,0.414634,-0.028970,17.266065,17.266090,-0.000975,-0.244544,-0.039419,-8.051279
5.214830,0.377862,0.120991,0.396760,0.309883,0.004159,-0.000965,-0.001703,-0.262801,-0.398418,0.474148,-10.988116,-10.471770,15.178822,-0.001566,-0.302030,-0.057486,-14.658333
5.218988,0.377352,0.120173,0.396025,0.308310,0.004159,-0.001353,-0.002149,-0.306278,-0.484032,0.567744,-21.543387,-37.023543,42.835269,-0.001573,-0.379828,-0.077799,-20.045109
5.223147,0.376682,0.119162,0.395080,0.306385,0.004159,-0.001509,-0.002588,-0.360788,-0.599226,0.691486,-31.265347,-60.599936,68.189986,-0.001925,-0.483833,-0.104005,-25.460854
5.227305,0.376020,0.117995,0.394099,0.304068,0.004159,-0.001842,-0.002996,-0.408326,-0.738542,0.836501,-34.993945,-81.788867,88.960637,-0.002318,-0.607037,-0.123203,-30.332498
5.231464,0.375434,0.116541,0.393106,0.300985,0.004159,-0.001917,-0.003633,-0.421521,-0.893392,0.988275,-27.712273,-98.438044,102.264454,-0.003083,-0.750956,-0.143919,-34.552277
5.235622,0.374844,0.114842,0.392042,0.297294,0.004159,-0.001837,-0.004320,-0.391771,-1.053551,1.135227,-7.450379,-109.250636,109.504382,-0.003691,-0.903370,-0.152413,-37.188000
5.239781,0.374448,0.112929,0.391106,0.292913,0.004159,-0.001572,-0.005066,-0.331917,-1.218152,1.281380,18.373738,-115.330909,116.785328,-0.004381,-1.063193,-0.159824,-38.186582
5.243940,0.374242,0.110763,0.390289,0.287752,0.004159,-0.001193,-0.005778,-0.254205,-1.385057,1.427535,40.234090,-118.229604,124.888034,-0.005161,-1.228620,-0.165427,-36.801198
5.248098,0.374267,0.108432,0.389658,0.281999,0.004159,-0.000577,-0.006410,-0.167450,-1.545335,1.569268,53.941969,-118.258573,129.980099,-0.005753,-1.373172,-0.144551,-32.733725
5.252257,0.374381,0.105904,0.389071,0.275675,0.004159,-0.000067,-0.007025,-0.082623,-1.687083,1.693986,59.947261,-112.762811,127.707187,-0.006324,-1.488241,-0.115069,-26.207102
5.256415,0.374322,0.103245,0.388299,0.269127,0.004159,0.000080,-0.007518,-0.024173,-1.801057,1.798597,55.315484,-100.034797,114.309944,-0.006548,-1.568594,-0.080354,-17.427413
5.260574,0.374347,0.100531,0.387611,0.262360,0.004159,0.000080,-0.007902,0.003033,-1.877019,1.870929,40.995828,-79.759270,89.678309,-0.006767,-1.598212,-0.029617,-7.377150
5.264732,0.374397,0.097901,0.386986,0.255763,0.004159,0.000017,-0.008003,-0.002041,-1.908547,1.902721,19.377460,-53.255212,56.671012,-0.006597,-1.581152,0.017060,3.729825
5.268891,0.374267,0.095309,0.386212,0.249356,0.004159,-0.000055,-0.007935,-0.038091,-1.890044,1.886897,-3.346876,-21.398537,21.658693,-0.006407,-1.515795,0.065356,14.566516
5.273049,0.373888,0.092840,0.385242,0.243387,0.004159,-0.000459,-0.007691,-0.104315,-1.825279,1.828705,-25.813892,12.441724,28.655776,-0.005969,-1.409768,0.106027,24.316076
5.277208,0.373534,0.090598,0.384363,0.237948,0.004159,-0.000864,-0.007303,-0.182283,-1.715854,1.729058,-43.342391,46.336516,63.447896,-0.005439,-1.273241,0.136527,32.085747
5.281367,0.373154,0.088756,0.383565,0.233515,0.004159,-0.001113,-0.006553,-0.263382,-1.571684,1.601725,-54.175432,76.555539,93.785542,-0.004433,-1.118441,0.154800,37.081825
5.285525,0.372531,0.087037,0.382563,0.229519,0.004159,-0.001357,-0.005803,-0.344035,-1.402051,1.456737,-57.645005,101.772992,116.964475,-0.003995,-0.947204,0.171237,38.535411
5.289684,0.371848,0.085617,0.381577,0.226302,0.004159,-0.001686,-0.004981,-0.414044,-1.220151,1.303186,-55.731287,119.200948,131.585874,-0.003217,-0.783660,0.163543,37.481223
5.293842,0.371152,0.084445,0.380638,0.223713,0.004159,-0.002002,-0.004311,-0.462815,-1.034955,1.144493,-47.957127,129.066053,137.687807,-0.002590,-0.630284,0.153376,33.627805
5.298001,0.370436,0.083446,0.379718,0.221566,0.004159,-0.002094,-0.003591,-0.484245,-0.866938,0.996447,-33.715861,128.677516,133.021285,-0.002146,-0.516693,0.113591,27.622576
5.302159,0.369682,0.082620,0.378802,0.219877,0.004159,-0.002166,-0.002996,-0.486002,-0.729903,0.869014,-17.303556,117.888781,119.151910,-0.001690,-0.441220,0.075472,20.144080
5.306318,0.369151,0.081950,0.378138,0.218454,0.004159,-0.002002,-0.002495,-0.464310,-0.633404,0.769219,-0.359568,96.560112,96.560782,-0.001423,-0.402564,0.038656,11.768447
5.310476,0.368763,0.081263,0.377611,0.216900,0.004159,-0.001673,-0.002183,-0.406575,-0.566910,0.688623,18.677070,72.147000,74.525315,-0.001553,-0.384355,0.018209,2.927147
5.314635,0.368346,0.080517,0.377043,0.215207,0.004159,-0.001336,-0.002103,-0.318375,-0.533121,0.632103,40.309071,47.319789,62.160949,-0.001694,-0.408636,-0.024280,-4.889254
5.318794,0.368097,0.079615,0.376609,0.213008,0.004159,-0.001054,-0.002335,-0.213471,-0.531059,0.601769,60.318757,24.610789,65.146323,-0.002198,-0.459729,-0.051093,-11.987421
5.322952,0.368097,0.078747,0.376426,0.210754,0.004159,-0.000666,-0.002516,-0.119453,-0.567236,0.609583,69.043812,-0.078389,69.043856,-0.002254,-0.533234,-0.073505,-17.212572
5.327111,0.368240,0.077833,0.376376,0.208298,0.004159,-0.000105,-0.002684,-0.045716,-0.634538,0.652324,65.565719,-24.387550,69.954386,-0.002456,-0.626635,-0.093401,-21.953139
5.331269,0.368468,0.076771,0.376381,0.205413,0.004159,0.000371,-0.002845,-0.006031,-0.730017,0.733039,49.882774,-47.842951,69.117574,-0.002886,-0.732455,-0.105821,-25.396251
5.335428,0.368464,0.075422,0.376104,0.201905,0.004159,0.000367,-0.003325,0.001375,-0.843169,0.841144,29.055114,-66.353019,72.435645,-0.003508,-0.835268,-0.102812,-26.957854
5.339586,0.368346,0.073905,0.375687,0.198012,0.004159,0.000105,-0.003928,-0.019963,-0.968872,0.968441,6.192744,-80.396608,80.634760,-0.003893,-0.947671,-0.112403,-26.310761
5.343745,0.368009,0.072177,0.375020,0.193671,0.004159,-0.000459,-0.004594,-0.070604,-1.096708,1.102968,-15.527871,-88.177584,89.534357,-0.004340,-1.046074,-0.098403,-23.359512
5.347903,0.367680,0.070298,0.374340,0.188913,0.004159,-0.000784,-0.005125,-0.146339,-1.226288,1.242141,-35.520516,-92.127716,98.738154,-0.004758,-1.143221,-0.097147,-17.796877
5.352062,0.367254,0.068288,0.373549,0.183841,0.004159,-0.001091,-0.005618,-0.234582,-1.333636,1.359911,-51.609039,-87.714066,101.770576,-0.005072,-1.193655,-0.050434,-9.864625
5.356221,0.366744,0.066269,0.372684,0.178766,0.004159,-0.001264,-0.005908,-0.309658,-1.402277,1.436898,-57.484818,-73.479616,93.293935,-0.005075,-1.199676,-0.006020,-0.169275
5.360379,0.366209,0.064217,0.371797,0.173590,0.004159,-0.001471,-0.006081,-0.353801,-1.415182,1.457118,-49.887886,-45.423112,67.468958,-0.005176,-1.167759,0.031917,9.705548
5.364538,0.365598,0.062383,0.370882,0.169006,0.004159,-0.001656,-0.005904,-0.362850,-1.368155,1.413526,-30.844432,-8.300731,31.941839,-0.004584,-1.077328,0.090431,19.601968
5.368696,0.365118,0.060727,0.370133,0.164814,0.004159,-0.001627,-0.005542,-0.344673,-1.266086,1.310704,-8.420019,32.749629,33.814715,-0.004193,-0.949780,0.127548,26.959526
5.372855,0.364751,0.059484,0.369570,0.161658,0.004159,-0.001458,-0.004733,-0.316305,-1.119272,1.161675,9.016458,71.156911,71.725884,-0.003156,-0.801472,0.148308,31.668397
5.377013,0.364464,0.058393,0.369112,0.158865,0.004159,-0.001134,-0.003991,-0.283707,-0.950837,0.991769,19.031526,100.351762,102.140467,-0.002794,-0.653144,0.148329,31.530082
5.381172,0.364224,0.057545,0.368742,0.156699,0.004159,-0.000893,-0.003182,-0.252228,-0.786519,0.826470,22.230144,115.320684,117.443771,-0.002165,-0.533309,0.119834,28.062803
5.385330,0.364043,0.057057,0.368487,0.155466,0.004159,-0.000708,-0.002427,-0.230188,-0.643701,0.685975,20.708372,114.359565,116.219390,-0.001234,-0.436004,0.097306,20.887090
5.389489,0.363647,0.056420,0.367998,0.153924,0.004159,-0.000818,-0.001972,-0.228941,-0.545906,0.595682,13.169379,97.372974,98.259496,-0.001542,-0.397266,0.038738,10.024211
5.393648,0.363242,0.055750,0.367496,0.152291,0.004159,-0.000982,-0.001795,-0.250747,-0.497114,0.558525,0.356159,69.592536,69.593447,-0.001633,-0.397561,-0.000295,-1.150812
5.397806,0.362850,0.054966,0.366990,0.150342,0.004159,-0.001193,-0.002090,-0.286541,-0.509126,0.582131,-13.551101,32.361092,35.083794,-0.001949,-0.457326,-0.059765,-11.895802
5.401965,0.362307,0.053989,0.366307,0.147925,0.004159,-0.001340,-0.002432,-0.329572,-0.569348,0.651848,-24.198394,-5.637203,24.846334,-0.002417,-0.546279,-0.088953,-21.086999
5.406123,0.361624,0.052931,0.365477,0.145338,0.004159,-0.001618,-0.002819,-0.363425,-0.677739,0.763507,-27.095385,-43.434413,51.192852,-0.002587,-0.681816,-0.135537,-28.109808
5.410282,0.361101,0.051591,0.364768,0.141910,0.004159,-0.001749,-0.003376,-0.378590,-0.816368,0.897867,-22.134714,-73.881786,77.126286,-0.003428,-0.832812,-0.150997,-32.848133
5.414440,0.360697,0.050124,0.364163,0.138081,0.004159,-0.001610,-0.003864,-0.350902,-0.960432,1.030683,-5.129378,-94.043138,94.182920,-0.003830,-0.953973,-0.121160,-33.334768
5.418599,0.360267,0.048371,0.363500,0.133466,0.004159,-0.001357,-0.004560,-0.295598,-1.094922,1.149826,16.310058,-100.319384,101.636592,-0.004614,-1.074932,-0.120959,-30.002622
5.422758,0.360002,0.046521,0.362995,0.128512,0.004159,-0.001100,-0.005070,-0.215817,-1.207118,1.244029,39.141754,-93.963045,101.789640,-0.004954,-1.174669,-0.099738,-22.071100
5.426916,0.360035,0.044578,0.362785,0.123189,0.004159,-0.000662,-0.005546,-0.139068,-1.298784,1.316285,50.939323,-81.362839,95.993366,-0.005323,-1.239357,-0.064688,-10.448546
5.431075,0.360069,0.042741,0.362597,0.118149,0.004159,-0.000198,-0.005630,-0.072730,-1.348646,1.333625,53.592626,-61.012331,81.207599,-0.005040,-1.242787,-0.003430,4.857897
5.435233,0.360330,0.041059,0.362662,0.113460,0.004159,0.000329,-0.005462,-0.036517,-1.333268,1.261824,43.115744,-30.334902,52.717869,-0.004689,-1.153436,0.089351,22.101056
5.439392,0.360149,0.039395,0.362297,0.108951,0.004159,0.000114,-0.005184,-0.039345,-1.237251,1.126976,23.980268,14.796807,28.177983,-0.004508,-0.983121,0.170315,40.187034
5.443550,0.359964,0.038093,0.361974,0.105431,0.004159,-0.000105,-0.004648,-0.074707,-1.052502,0.964059,-0.475447,71.213147,71.214734,-0.003520,-0.731283,0.251838,59.260362
5.447709,0.359538,0.037309,0.361469,0.103398,0.004159,-0.000792,-0.003751,-0.146920,-0.787986,0.825226,-26.548365,131.122917,133.783538,-0.002033,-0.409117,0.322166,75.889991
5.451867,0.359015,0.037233,0.360941,0.103339,0.004159,-0.001134,-0.002162,-0.249124,-0.453389,0.742212,-50.445131,188.493560,195.126967,-0.000060,-0.033753,0.375364,88.206174
5.456026,0.358362,0.037810,0.360351,0.105119,0.004159,-0.001601,-0.000282,-0.369023,-0.065303,0.748152,-70.773486,237.389652,247.715024,0.001781,0.374742,0.408495,94.268742
5.460185,0.357570,0.038965,0.359687,0.108543,0.004159,-0.001968,0.001656,-0.479483,0.355105,0.842889,-79.970579,274.876714,286.273473,0.003424,0.787080,0.412338,93.933784
5.464343,0.356786,0.040646,0.359094,0.113435,0.004159,-0.002229,0.003414,-0.551292,0.784952,1.021956,-72.661642,297.781686,306.518591,0.004892,1.180180,0.393100,87.939393
5.468502,0.355733,0.042876,0.358307,0.119949,0.004159,-0.002630,0.005066,-0.591487,1.186751,1.266349,-53.495492,301.079143,305.794732,0.006515,1.505123,0.324944,76.924935
5.472660,0.354898,0.045467,0.357799,0.127420,0.004159,-0.002672,0.006503,-0.594343,1.533458,1.549675,-27.620251,283.356376,284.699340,0.007471,1.756342,0.251219,61.661293
5.476819,0.354199,0.048379,0.357487,0.135749,0.004159,-0.002588,0.007733,-0.575755,1.801468,1.828914,-5.882595,244.439565,244.510339,0.008329,1.926219,0.169877,44.464648
5.480977,0.353634,0.051334,0.357340,0.144154,0.004159,-0.002099,0.008458,-0.520975,1.994700,2.044004,16.955917,194.285837,195.024331,0.008405,2.029739,0.103520,26.723431
5.485136,0.353234,0.054397,0.357398,0.152798,0.004159,-0.001665,0.008930,-0.430698,2.116349,2.160803,39.351360,140.166640,145.585771,0.008645,2.064282,0.034544,10.555075
5.489294,0.352854,0.057381,0.357489,0.161209,0.004159,-0.001344,0.009002,-0.313131,2.175168,2.204524,63.152696,89.862951,109.834480,0.008411,2.042698,-0.021584,-3.386863
5.493453,0.352677,0.060327,0.357800,0.169414,0.004159,-0.000957,0.008993,-0.184302,2.173723,2.188250,80.958965,43.049284,91.692937,0.008206,1.968126,-0.074572,-13.929183
5.497612,0.352745,0.063146,0.358352,0.177138,0.004159,-0.000489,0.008749,-0.076217,2.126044,2.131662,85.241399,2.331226,85.273270,0.007723,1.877700,-0.090426,-22.016757
5.501770,0.353035,0.065860,0.359126,0.184434,0.004159,0.000181,0.008479,0.006746,2.041705,2.041691,76.920219,-32.093546,83.346960,0.007296,1.761615,-0.116085,-27.404028
5.505929,0.353288,0.068351,0.359839,0.191109,0.004159,0.000611,0.008024,0.050485,1.934407,1.932394,56.458943,-57.547871,80.618668,0.006675,1.639912,-0.121703,-31.011138
5.510087,0.353335,0.070664,0.360332,0.197389,0.004159,0.000590,0.007518,0.063333,1.803559,1.799995,33.557378,-77.547332,84.496665,0.006280,1.500940,-0.138971,-32.961744
5.514246,0.353293,0.072734,0.360702,0.203037,0.004159,0.000257,0.006873,0.039806,1.657212,1.655628,7.949684,-92.458314,92.799447,0.005648,1.363756,-0.137184,-34.205005
5.518404,0.353078,0.074626,0.360878,0.208293,0.004159,-0.000211,0.006275,-0.016930,1.495665,1.500021,-16.211220,-105.503293,106.741503,0.005256,1.221141,-0.142615,-34.682423
5.522563,0.352854,0.076202,0.360989,0.212692,0.004159,-0.000480,0.005538,-0.101474,1.328371,1.344565,-39.630834,-114.267543,120.944923,0.004400,1.085695,-0.135446,-34.762544
5.526721,0.352378,0.077542,0.360809,0.216601,0.004159,-0.000914,0.004808,-0.196881,1.155584,1.188031,-56.915645,-120.625585,133.378868,0.003909,0.943624,-0.142071,-33.628011
5.530880,0.351885,0.078659,0.360569,0.219920,0.004159,-0.001193,0.004033,-0.277811,0.985490,1.036840,-62.733484,-122.680745,137.789895,0.003319,0.804603,-0.139022,-31.902475
5.535039,0.351333,0.079599,0.360237,0.222800,0.004159,-0.001521,0.003397,-0.330465,0.821023,0.892763,-55.064979,-122.000804,133.851963,0.002880,0.671645,-0.132957,-29.358195
5.539197,0.350789,0.080340,0.359872,0.225144,0.004159,-0.001589,0.002798,-0.359832,0.672742,0.766229,-39.184357,-116.107984,122.541739,0.002344,0.562090,-0.109555,-26.244288
5.543356,0.350229,0.080935,0.359459,0.227104,0.004159,-0.001656,0.002276,-0.374189,0.545906,0.660912,-23.175927,-105.706083,108.216909,0.001959,0.473148,-0.088942,-22.422712
5.547514,0.349820,0.081356,0.359156,0.228503,0.004159,-0.001513,0.001757,-0.376747,0.444503,0.576945,-11.129557,-90.541188,91.222660,0.001400,0.401870,-0.071278,-18.328599
5.551673,0.349407,0.081744,0.358842,0.229816,0.004159,-0.001382,0.001403,-0.362255,0.365692,0.507779,-0.582806,-73.835775,73.838075,0.001313,0.342740,-0.059130,-13.725851
5.555831,0.348918,0.082114,0.358450,0.231134,0.004159,-0.001311,0.001180,-0.339691,0.305328,0.450266,8.295618,-57.851203,58.442954,0.001318,0.298011,-0.044728,-9.800777
5.559990,0.348459,0.082494,0.358090,0.232459,0.004159,-0.001361,0.001138,-0.313159,0.263092,0.404230,15.290999,-43.623569,46.225864,0.001325,0.272820,-0.025191,-7.079872
5.564148,0.348088,0.082822,0.357805,0.233592,0.004159,-0.001319,0.001079,-0.291119,0.234986,0.370278,17.105879,-31.430646,35.784027,0.001133,0.254118,-0.018702,-5.560365
5.568307,0.347780,0.083050,0.357559,0.234410,0.004159,-0.001138,0.000936,-0.271971,0.218141,0.344795,16.284497,-20.965693,26.547036,0.000818,0.241410,-0.012708,-4.754852
5.572466,0.347456,0.083320,0.357306,0.235356,0.004159,-0.001003,0.000826,-0.258570,0.204797,0.324773,13.126777,-14.018027,19.204618,0.000945,0.229038,-0.012372,-4.464056
5.576624,0.347119,0.083543,0.357031,0.236184,0.004159,-0.000969,0.000721,-0.247409,0.187917,0.303668,10.510964,-11.318714,15.446477,0.000829,0.202025,-0.027013,-5.135704
5.580783,0.346782,0.083788,0.356760,0.237071,0.004159,-0.000999,0.000737,-0.240450,0.161455,0.284491,7.579891,-13.631194,15.596929,0.000887,0.165865,-0.036160,-6.527202
5.584941,0.346457,0.083889,0.356468,0.237561,0.004159,-0.000999,0.000569,-0.241293,0.125342,0.271561,4.154626,-19.106507,19.552992,0.000490,0.132232,-0.033634,-8.407618
5.589100,0.346103,0.083977,0.356145,0.238036,0.004159,-0.001016,0.000434,-0.254021,0.082722,0.272403,-1.589937,-25.295842,25.345760,0.000475,0.094980,-0.037252,-9.954956
5.593258,0.345732,0.083952,0.355779,0.238213,0.004159,-0.001049,0.000164,-0.269987,0.036610,0.280320,-7.102740,-30.021345,30.850123,0.000177,0.051079,-0.043901,-11.668913
5.597417,0.345311,0.083821,0.355339,0.238136,0.004159,-0.001146,-0.000067,-0.281708,-0.017837,0.292025,-9.718552,-34.429884,35.775231,-0.000077,-0.008466,-0.059546,-13.117591
5.601575,0.344843,0.083602,0.354832,0.237846,0.004159,-0.001260,-0.000375,-0.284380,-0.077145,0.304327,-7.300417,-38.443068,39.130111,-0.000289,-0.065362,-0.056895,-14.095440
5.605734,0.344426,0.083366,0.354371,0.237477,0.004159,-0.001306,-0.000586,-0.280355,-0.139820,0.318805,-2.493116,-42.425578,42.498769,-0.000370,-0.123363,-0.058001,-14.482130
5.609893,0.344110,0.083008,0.353980,0.236703,0.004159,-0.001201,-0.000813,-0.266678,-0.197866,0.337215,3.614422,-43.291268,43.441891,-0.000773,-0.177192,-0.053829,-14.316766
5.614051,0.343891,0.082616,0.353675,0.235771,0.004159,-0.000952,-0.000986,-0.239479,-0.253362,0.356037,10.797255,-42.374455,43.728425,-0.000932,-0.236478,-0.059286,-12.336872
5.618210,0.343617,0.082140,0.353298,0.234642,0.004159,-0.000809,-0.001226,-0.199921,-0.300417,0.372420,19.341674,-38.618592,43.191388,-0.001129,-0.279835,-0.043358,-8.398048
5.622368,0.343469,0.081685,0.353049,0.233485,0.004159,-0.000641,-0.001323,-0.155516,-0.334277,0.353145,26.730705,-32.802457,42.314675,-0.001157,-0.300716,-0.020881,-2.807478
5.626527,0.343381,0.081208,0.352853,0.232230,0.004159,-0.000510,-0.001408,-0.110892,-0.341761,0.307526,30.921117,-21.257096,37.523054,-0.001255,-0.287445,0.013271,4.439185
5.630685,0.343368,0.080753,0.352736,0.230983,0.004159,-0.000249,-0.001386,-0.071752,-0.318850,0.256931,30.820574,-4.432396,31.137661,-0.001247,-0.243108,0.044337,13.332916
5.634844,0.343402,0.080437,0.352697,0.230088,0.004159,-0.000067,-0.001247,-0.035249,-0.254311,0.222424,28.920489,19.229203,34.729770,-0.000894,-0.147166,0.095942,22.486842
5.639002,0.343360,0.080353,0.352636,0.229883,0.004159,-0.000021,-0.000855,-0.010680,-0.150038,0.213079,24.097851,46.103053,52.021129,-0.000205,-0.016241,0.130925,30.833017
5.643161,0.343296,0.080568,0.352624,0.230517,0.004159,-0.000072,-0.000185,0.002494,-0.006902,0.235209,17.853984,75.013317,77.108770,0.000634,0.142863,0.159104,36.959107
5.647320,0.343397,0.081116,0.352848,0.231963,0.004159,-0.000004,0.000678,-0.001113,0.166600,0.300636,8.208709,101.215747,101.548069,0.001446,0.333466,0.190603,40.608392
5.651478,0.343385,0.081874,0.353011,0.234063,0.004159,0.000025,0.001521,-0.015258,0.358776,0.403836,-1.100857,122.353555,122.358507,0.002100,0.522437,0.188971,41.073391
5.655637,0.343330,0.082983,0.353216,0.237151,0.004159,0.000034,0.002415,-0.034661,0.551079,0.537509,-8.934661,134.176686,134.473831,0.003088,0.684578,0.162140,38.831048
5.659795,0.343073,0.084213,0.353258,0.240708,0.004159,-0.000324,0.003097,-0.052590,0.723433,0.684302,-12.378671,133.900620,134.471586,0.003557,0.818267,0.133689,32.913877
5.663954,0.342879,0.085608,0.353405,0.244672,0.004159,-0.000506,0.003734,-0.077563,0.863558,0.833969,-14.982555,121.383915,122.305077,0.003964,0.922971,0.104704,25.539060
5.668112,0.342711,0.087176,0.353624,0.249089,0.004159,-0.000619,0.004193,-0.117093,0.967575,0.967574,-19.822234,100.154085,102.096825,0.004417,0.995885,0.072914,17.507719
5.672271,0.342500,0.088575,0.353768,0.253068,0.004159,-0.000573,0.004362,-0.175125,1.030235,1.048343,-29.465805,73.776131,79.442754,0.003980,1.029492,0.033606,8.988927
5.676429,0.342251,0.089982,0.353882,0.257095,0.004159,-0.000628,0.004374,-0.224569,1.058795,1.086708,-35.350104,46.948292,58.768802,0.004027,1.034702,0.005210,2.420860
5.680588,0.341792,0.091457,0.353817,0.261457,0.004159,-0.000919,0.004282,-0.257777,1.051970,1.086818,-33.830036,20.294273,39.450334,0.004362,0.999463,-0.035239,-2.803680
5.684747,0.341096,0.092836,0.353504,0.265731,0.004159,-0.001403,0.004261,-0.270717,1.027465,1.063470,-22.986770,-0.666308,22.996425,0.004274,0.970725,-0.028737,-7.878811
5.688905,0.340595,0.094117,0.353359,0.269602,0.004159,-0.001656,0.004134,-0.296668,0.982578,1.026960,-17.337638,-18.327727,25.228937,0.003871,0.931123,-0.039603,-11.742675
5.693064,0.340199,0.095263,0.353285,0.273028,0.004159,-0.001593,0.003805,-0.332307,0.926409,0.986566,-17.922148,-30.193461,35.111942,0.003426,0.873868,-0.057255,-13.833916
5.697222,0.339984,0.096430,0.353395,0.276373,0.004159,-0.001113,0.003595,-0.368860,0.863869,0.942852,-23.600250,-39.339431,45.875513,0.003345,0.829674,-0.044194,-14.131341
5.701381,0.339453,0.097387,0.353147,0.279390,0.004159,-0.001142,0.003270,-0.384302,0.795724,0.887572,-21.073052,-44.932328,49.628496,0.003016,0.759676,-0.069998,-13.702556
5.705539,0.338783,0.098398,0.352783,0.282669,0.004159,-0.001416,0.003135,-0.373247,0.726176,0.821444,-9.844656,-48.149692,49.145804,0.003280,0.678524,-0.081152,-12.935821
